,price,number_of_reviews,number_of_answered_questions_num,average_review_rating_out_of_5,average_rating_bin
4730,15.0,3,1,4.3,Excellent
4731,23.99,1,1,4.0,Excellent
4732,35.69,3,1,5.0,Excellent
4733,43.5,14,1,4.8,Excellent
4734,22.44,32,1,4.8,Excellent
4735,12.99,3,1,4.7,Excellent
4736,17.5,10,1,4.8,Excellent
4737,12.99,5,1,4.8,Excellent
4738,9.99,13,1,4.5,Excellent
4739,15.0,5,1,4.2,Excellent
4740,12.99,1,1,4.0,Excellent
4741,15.0,3,1,4.7,Excellent
4742,0.0,3,1,4.7,Excellent
4743,29.99,7,1,4.9,Excellent
4744,12.99,31,1,4.5,Excellent
4745,0.0,5,1,4.8,Excellent
4746,18.5,5,1,5.0,Excellent
4747,20.99,1,1,5.0,Excellent
4748,18.5,2,1,5.0,Excellent
4749,16.38,7,1,4.7,Excellent
4750,13.13,1,1,5.0,Excellent
4751,16.89,9,1,4.8,Excellent
4752,12.99,18,1,4.8,Excellent
4753,38.5,3,1,5.0,Excellent
4754,15.05,2,1,5.0,Excellent
4755,15.0,1,1,5.0,Excellent
4756,13.79,21,1,4.5,Excellent
4757,0.0,13,1,4.2,Excellent
4758,20.99,15,1,4.9,Excellent
4759,0.0,6,0,4.7,Excellent
4760,7.74,27,0,4.2,Excellent
4761,1.99,3,0,4.3,Excellent
4762,6.99,2,0,5.0,Excellent
4763,2.49,1,0,5.0,Excellent
4764,7.81,3,0,5.0,Excellent
4765,2.99,1,0,5.0,Excellent
4766,13.99,13,3,4.9,Excellent
4767,14.99,3,3,5.0,Excellent
4768,6.95,1,3,4.0,Excellent
4769,2.49,1,3,5.0,Excellent
4770,2.99,4,3,5.0,Excellent
4771,4.99,5,3,4.4,Excellent
4772,2.69,31,3,4.7,Excellent
4773,6.97,1,3,4.0,Excellent
4774,19.99,19,3,4.6,Excellent
4775,2.99,21,3,4.2,Excellent
4776,7.95,10,3,4.8,Excellent
4777,1.49,1,3,5.0,Excellent
4778,4.99,4,3,4.8,Excellent
4779,9.87,1,3,5.0,Excellent
4780,14.0,3,3,4.3,Excellent
4781,4.99,2,3,5.0,Excellent
4782,7.99,7,1,4.7,Excellent
4783,5.0,1,1,5.0,Excellent
4784,25.49,1,1,5.0,Excellent
4785,2.99,1,1,5.0,Excellent
4786,17.99,21,1,4.7,Excellent
4787,4.94,1,1,5.0,Excellent
4788,3.49,40,1,4.7,Excellent
4789,6.95,76,1,4.8,Excellent
4790,29.5,1,1,5.0,Excellent
4791,19.99,5,1,4.6,Excellent
4792,6.0,2,1,5.0,Excellent
4793,35.91,9,1,4.2,Excellent
4794,2.99,11,1,4.8,Excellent
4795,13.99,16,1,4.8,Excellent
4796,0.0,2,1,4.5,Excellent
4797,15.99,1,1,5.0,Excellent
4798,6.0,2,1,4.5,Excellent
4799,23.03,1,1,5.0,Excellent
4800,6.95,8,1,5.0,Excellent
4801,8.99,2,1,5.0,Excellent
4802,16.29,3,2,4.3,Excellent
4803,31.08,5,2,4.8,Excellent
4804,9.89,3,2,4.3,Excellent
4805,3.99,3,2,4.7,Excellent
4806,0.0,1,2,5.0,Excellent
4807,5.99,14,0,4.8,Excellent
4808,8.04,3,1,5.0,Excellent
4809,6.99,3,1,5.0,Excellent
4810,2.99,9,1,4.9,Excellent
4811,1.68,8,1,4.1,Excellent
4812,4.99,2,1,5.0,Excellent
4813,6.95,5,1,5.0,Excellent
4814,6.15,3,1,4.0,Excellent
4815,0.0,5,1,4.2,Excellent
4816,0.0,7,2,4.7,Excellent
4817,2.99,12,2,4.6,Excellent
4818,7.13,1,2,5.0,Excellent
4819,0.0,2,2,4.5,Excellent
4820,14.5,1,2,5.0,Excellent
4821,6.83,1,2,4.0,Excellent
4822,14.61,1,2,4.0,Excellent
4823,8.99,1,2,5.0,Excellent
4824,0.0,1,2,5.0,Excellent
4825,2.79,4,2,4.8,Excellent
4826,31.04,1,2,5.0,Excellent
4827,7.19,1,2,5.0,Excellent
4828,4.99,1,2,5.0,Excellent
4829,2.79,2,2,4.5,Excellent
4830,0.0,1,2,5.0,Excellent
4831,8.99,1,2,4.0,Excellent
4832,4.99,1,2,5.0,Excellent
4833,10.22,2,2,5.0,Excellent
4834,45.59,2,2,4.0,Excellent
4835,2.67,7,2,4.9,Excellent
4836,14.99,1,2,5.0,Excellent
4837,4.47,3,2,5.0,Excellent
4838,0.83,3,2,5.0,Excellent
4839,4.99,5,1,4.2,Excellent
4840,8.96,3,1,4.3,Excellent
4841,0.0,1,1,5.0,Excellent
4842,12.95,7,1,5.0,Excellent
4843,2.79,1,1,5.0,Excellent
4844,14.99,2,1,5.0,Excellent
4845,3.49,1,1,5.0,Excellent
4846,3.75,9,0,4.4,Excellent
4847,0.0,1,3,4.0,Excellent
4848,4.99,2,3,4.5,Excellent
4849,31.99,4,3,4.5,Excellent
4850,0.0,1,3,5.0,Excellent
4851,3.99,1,3,5.0,Excellent
4852,3.49,1,3,4.0,Excellent
4853,14.99,1,3,5.0,Excellent
4854,3.86,3,3,5.0,Excellent
4855,0.0,1,3,4.0,Excellent
4856,0.0,1,3,5.0,Excellent
4857,0.0,2,3,5.0,Excellent
4858,5.35,3,3,4.0,Excellent
4859,7.95,29,6,4.5,Excellent
4860,0.0,1,6,4.0,Excellent
4861,0.0,70,6,4.7,Excellent
4862,7.99,1,6,5.0,Excellent
4863,18.84,1,6,5.0,Excellent
4864,7.99,4,6,4.8,Excellent
4865,10.71,1,6,4.0,Excellent
4866,10.85,1,6,5.0,Excellent
4867,0.0,1,6,5.0,Excellent
4868,0.0,1,6,5.0,Excellent
4869,7.2,6,6,4.8,Excellent
4870,24.99,1,6,5.0,Excellent
4871,10.0,3,6,4.7,Excellent
4872,5.49,6,1,4.8,Excellent
4873,0.0,1,1,5.0,Excellent
4874,0.0,2,1,5.0,Excellent
4875,6.0,1,1,5.0,Excellent
4876,38.99,3,1,4.3,Excellent
4877,0.0,1,1,4.0,Excellent
4878,3.2,2,1,4.5,Excellent
4879,0.0,1,1,5.0,Excellent
4880,0.0,1,1,4.0,Excellent
4881,8.99,8,1,4.0,Excellent
4882,13.99,5,1,4.0,Excellent
4883,6.5,1,1,5.0,Excellent
4884,0.0,1,1,5.0,Excellent
4885,7.5,20,1,4.7,Excellent
4886,24.05,1,1,5.0,Excellent
4887,13.75,31,1,4.8,Excellent
4888,0.0,18,1,4.0,Excellent
4889,4.0,1,1,4.0,Excellent
4890,7.0,1,1,5.0,Excellent
4891,4.66,4,1,4.5,Excellent
4892,24.99,4,1,5.0,Excellent
4893,2.7,1,1,5.0,Excellent
4894,10.99,1,1,5.0,Excellent
4895,31.23,3,1,4.7,Excellent
4896,5.0,1,1,5.0,Excellent
4897,0.0,1,1,5.0,Excellent
4898,0.0,17,1,4.6,Excellent
4899,3.99,2,1,4.5,Excellent
4900,0.0,25,1,3.7,Good
4901,6.99,6,1,4.5,Excellent
4902,9.99,40,1,4.8,Excellent
4903,9.99,1,1,5.0,Excellent
4904,4.25,33,1,4.9,Excellent
4905,12.37,1,1,5.0,Excellent
4906,0.0,1,1,4.0,Excellent
4907,9.99,3,1,4.7,Excellent
4908,0.0,1,1,4.0,Excellent
4909,20.0,2,1,5.0,Excellent
4910,7.98,3,1,5.0,Excellent
4911,8.99,1,1,5.0,Excellent
4912,0.0,4,1,5.0,Excellent
4913,15.0,1,1,5.0,Excellent
4914,12.89,2,1,5.0,Excellent
4915,10.99,3,1,4.7,Excellent
4916,2.42,32,1,4.6,Excellent
4917,28.06,4,1,5.0,Excellent
4918,9.99,1,1,4.0,Excellent
4919,6.0,45,1,4.4,Excellent
4920,0.0,5,1,5.0,Excellent
4921,9.99,1,1,5.0,Excellent
4922,12.99,3,1,4.7,Excellent
4923,9.3,85,2,4.5,Excellent
4924,2.25,3,2,4.0,Excellent
4925,16.67,1,2,5.0,Excellent
4926,15.95,2,2,4.5,Excellent
4927,9.99,8,2,4.9,Excellent
4928,9.94,3,2,4.3,Excellent
4929,17.95,15,2,4.7,Excellent
4930,10.0,1,2,4.0,Excellent
4931,3.94,23,2,4.8,Excellent
4932,9.99,5,2,4.8,Excellent
4933,19.22,1,2,5.0,Excellent
4934,0.0,5,2,4.4,Excellent
4935,10.5,25,2,4.5,Excellent
4936,12.99,1,2,4.0,Excellent
4937,7.86,1,2,4.0,Excellent
4938,7.26,7,2,4.7,Excellent
4939,9.95,1,2,5.0,Excellent
4940,0.0,1,2,5.0,Excellent
4941,8.99,19,2,4.9,Excellent
4942,19.99,2,2,5.0,Excellent
4943,5.0,7,2,4.1,Excellent
4944,153.91,1,2,5.0,Excellent
4945,11.53,1,2,5.0,Excellent
4946,0.0,3,2,4.7,Excellent
4947,13.99,1,2,5.0,Excellent
4948,7.99,3,2,4.3,Excellent
4949,17.75,9,1,4.1,Excellent
4950,29.95,9,1,4.9,Excellent
4951,22.84,1,1,5.0,Excellent
4952,0.0,1,1,4.0,Excellent
4953,24.99,2,1,5.0,Excellent
4954,7.99,1,1,5.0,Excellent
4955,3.75,10,0,4.8,Excellent
4956,1.42,1,0,5.0,Excellent
4957,2.49,2,0,5.0,Excellent
4958,1.16,1,0,4.0,Excellent
4959,2.77,5,0,5.0,Excellent
4960,15.99,6,0,4.0,Excellent
4961,1.65,36,0,4.7,Excellent
4962,1.92,1,1,5.0,Excellent
4963,1.9,1,1,5.0,Excellent
4964,9.95,1,1,5.0,Excellent
4965,2.25,3,1,5.0,Excellent
4966,28.99,6,1,4.8,Excellent
4967,2.46,3,1,5.0,Excellent
4968,0.0,1,1,5.0,Excellent
4969,1.68,11,1,4.7,Excellent
4970,1.6,3,1,4.7,Excellent
4971,1.35,1,1,5.0,Excellent
4972,1.84,14,1,4.6,Excellent
4973,1.23,15,1,4.7,Excellent
4974,3.99,4,1,4.5,Excellent
4975,1.22,22,1,4.6,Excellent
4976,0.79,1,1,5.0,Excellent
4977,0.0,24,2,4.8,Excellent
4978,0.0,2,2,5.0,Excellent
4979,1.56,1,2,5.0,Excellent
4980,1.55,2,2,5.0,Excellent
4981,2.99,2,2,5.0,Excellent
4982,1.8,5,2,4.4,Excellent
4983,1.08,12,2,4.8,Excellent
4984,1.45,7,2,4.9,Excellent
4985,22.0,2,2,4.5,Excellent
4986,1.9,8,2,4.5,Excellent
4987,0.0,4,2,4.8,Excellent
4988,1.33,2,2,5.0,Excellent
4989,1.46,32,2,4.4,Excellent
4990,1.28,43,2,4.7,Excellent
4991,4.92,2,2,5.0,Excellent
4992,1.75,22,2,4.0,Excellent
4993,0.0,16,2,4.6,Excellent
4994,1.4,3,2,5.0,Excellent
4995,3.44,20,2,4.9,Excellent
4996,1.89,23,1,4.9,Excellent
4997,1.7,1,1,4.0,Excellent
4998,2.66,2,1,5.0,Excellent
4999,2.7,6,1,4.8,Excellent
5000,3.62,19,1,4.9,Excellent
5001,4.5,1,1,4.0,Excellent
5002,1.85,3,1,5.0,Excellent
5003,1.27,6,1,5.0,Excellent
5004,2.4,1,1,5.0,Excellent
5005,1.45,8,1,5.0,Excellent
5006,1.15,1,1,5.0,Excellent
5007,1.8,12,1,4.6,Excellent
5008,1.8,11,1,4.4,Excellent
5009,1.99,9,1,4.9,Excellent
5010,1.49,22,1,4.6,Excellent
5011,3.56,4,1,5.0,Excellent
5012,1.75,1,1,5.0,Excellent
5013,1.13,151,1,4.6,Excellent
5014,2.6,5,1,4.4,Excellent
5015,1.89,21,1,4.8,Excellent
5016,10.56,9,1,4.2,Excellent
5017,1.94,10,1,4.7,Excellent
5018,1.57,2,1,5.0,Excellent
5019,2.02,55,1,4.6,Excellent
5020,2.99,11,1,4.5,Excellent
5021,4.93,1,1,5.0,Excellent
5022,1.65,8,1,4.6,Excellent
5023,1.84,1,1,5.0,Excellent
5024,0.0,28,1,4.2,Excellent
5025,2.19,1,1,5.0,Excellent
5026,1.27,5,1,5.0,Excellent
5027,1.69,38,1,4.5,Excellent
5028,1.12,1,1,5.0,Excellent
5029,0.9,1,1,5.0,Excellent
5030,1.72,1,1,5.0,Excellent
5031,1.48,29,1,4.7,Excellent
5032,1.15,20,1,4.5,Excellent
5033,1.2,12,1,4.6,Excellent
5034,1.64,8,1,4.8,Excellent
5035,2.24,4,1,4.8,Excellent
5036,1.55,5,1,4.6,Excellent
5037,1.41,17,1,4.4,Excellent
5038,2.79,2,1,5.0,Excellent
5039,1.34,1,1,4.0,Excellent
5040,1.68,1,1,5.0,Excellent
5041,1.65,1,1,5.0,Excellent
5042,1.59,63,1,4.7,Excellent
5043,5.49,4,1,4.0,Excellent
5044,2.4,2,1,4.5,Excellent
5045,1.25,1,1,4.0,Excellent
5046,1.66,13,1,4.8,Excellent
5047,2.7,1,1,5.0,Excellent
5048,74.99,1,1,5.0,Excellent
5049,2.94,1,1,5.0,Excellent
5050,5.99,9,1,4.6,Excellent
5051,5.99,15,1,4.3,Excellent
5052,1.2,5,1,4.4,Excellent
5053,1.44,8,1,5.0,Excellent
5054,1.84,1,1,4.0,Excellent
5055,1.6,4,1,4.8,Excellent
5056,1.36,5,1,4.6,Excellent
5057,2.78,4,1,4.5,Excellent
5058,2.79,1,1,5.0,Excellent
5059,1.64,9,1,4.9,Excellent
5060,4.09,1,1,5.0,Excellent
5061,0.94,1,1,4.0,Excellent
5062,1.24,2,1,4.0,Excellent
5063,1.15,19,1,4.7,Excellent
5064,11.95,3,1,4.0,Excellent
5065,9.99,1,1,4.0,Excellent
5066,3.59,8,1,4.9,Excellent
5067,1.9,1,1,4.0,Excellent
5068,1.1,2,1,5.0,Excellent
5069,6.95,45,2,4.0,Excellent
5070,1.88,30,2,4.7,Excellent
5071,1.23,8,2,4.5,Excellent
5072,1.82,4,2,4.8,Excellent
5073,1.95,2,2,4.5,Excellent
5074,1.58,19,2,4.4,Excellent
5075,2.1,39,2,4.7,Excellent
5076,1.98,63,2,4.6,Excellent
5077,1.54,26,2,4.7,Excellent
5078,1.15,1,2,5.0,Excellent
5079,3.99,1,2,5.0,Excellent
5080,4.68,1,2,5.0,Excellent
5081,1.77,9,2,4.8,Excellent
5082,1.68,19,2,4.6,Excellent
5083,1.79,1,2,4.0,Excellent
5084,1.15,9,2,4.8,Excellent
5085,1.55,1,2,5.0,Excellent
5086,0.0,5,2,4.6,Excellent
5087,19.99,1,2,4.0,Excellent
5088,1.69,1,2,5.0,Excellent
5089,22.99,1,2,5.0,Excellent
5090,4.99,2,2,4.5,Excellent
5091,1.99,4,2,4.0,Excellent
5092,1.34,1,2,5.0,Excellent
5093,12.99,8,1,4.9,Excellent
5094,2.46,1,1,5.0,Excellent
5095,3.25,7,1,4.9,Excellent
5096,2.65,9,1,4.2,Excellent
5097,4.49,3,1,5.0,Excellent
5098,3.53,3,1,4.0,Excellent
5099,1.25,1,1,5.0,Excellent
5100,5.93,62,2,4.6,Excellent
5101,3.96,2,2,4.0,Excellent
5102,0.0,1,2,5.0,Excellent
5103,4.49,9,2,4.7,Excellent
5104,2.8,15,2,4.1,Excellent
5105,2.46,4,2,5.0,Excellent
5106,3.17,26,2,4.2,Excellent
5107,4.47,2,2,4.5,Excellent
5108,1.35,1,2,5.0,Excellent
5109,2.59,2,2,5.0,Excellent
5110,1.99,10,2,5.0,Excellent
5111,4.7,1,2,4.0,Excellent
5112,9.99,2,2,5.0,Excellent
5113,1.5,8,2,4.6,Excellent
5114,0.97,24,2,4.9,Excellent
5115,2.54,4,2,5.0,Excellent
5116,2.2,4,2,5.0,Excellent
5117,8.99,1,2,5.0,Excellent
5118,1.98,6,2,4.2,Excellent
5119,1.38,11,2,5.0,Excellent
5120,1.99,1,2,5.0,Excellent
5121,2.99,1,2,5.0,Excellent
5122,2.25,1,2,5.0,Excellent
5123,3.37,17,2,4.4,Excellent
5124,2.87,1,2,5.0,Excellent
5125,4.99,9,2,5.0,Excellent
5126,1.79,35,2,4.5,Excellent
5127,3.9,2,2,4.0,Excellent
5128,0.64,10,2,4.1,Excellent
5129,1.5,4,2,5.0,Excellent
5130,2.8,113,2,4.5,Excellent
5131,8.99,1,2,5.0,Excellent
5132,10.0,1,2,5.0,Excellent
5133,2.49,6,2,4.7,Excellent
5134,2.2,1,2,5.0,Excellent
5135,4.67,1,2,4.0,Excellent
5136,2.95,13,2,4.9,Excellent
5137,6.75,1,2,5.0,Excellent
5138,1.8,47,2,4.6,Excellent
5139,7.49,2,2,5.0,Excellent
5140,2.92,1,2,5.0,Excellent
5141,2.87,1,2,4.0,Excellent
5142,6.75,18,2,4.0,Excellent
5143,1.89,6,2,4.7,Excellent
5144,12.95,2,2,5.0,Excellent
5145,1.29,11,2,4.7,Excellent
5146,4.65,1,2,5.0,Excellent
5147,4.99,1,2,5.0,Excellent
5148,2.4,25,2,4.8,Excellent
5149,12.32,9,2,4.8,Excellent
5150,1.0,17,1,4.2,Excellent
5151,3.45,2,1,5.0,Excellent
5152,2.58,6,1,4.3,Excellent
5153,1.09,40,1,4.7,Excellent
5154,9.28,104,0,4.9,Excellent
5155,0.0,2,0,5.0,Excellent
5156,6.67,16,0,4.9,Excellent
5157,0.0,27,1,4.4,Excellent
5158,6.99,3,1,4.7,Excellent
5159,4.99,70,1,4.0,Excellent
5160,14.55,1,1,4.0,Excellent
5161,9.45,9,1,4.6,Excellent
5162,10.0,4,1,5.0,Excellent
5163,6.8,7,1,4.7,Excellent
5164,2.95,1,1,5.0,Excellent
5165,3.39,6,1,4.5,Excellent
5166,7.99,95,1,4.7,Excellent
5167,6.0,2,1,5.0,Excellent
5168,22.9,14,1,4.6,Excellent
5169,16.03,8,1,4.5,Excellent
5170,4.95,1,1,5.0,Excellent
5171,6.3,1,1,5.0,Excellent
5172,27.99,1,1,5.0,Excellent
5173,10.67,5,1,5.0,Excellent
5174,6.99,2,1,5.0,Excellent
5175,2.29,1,1,5.0,Excellent
5176,34.55,6,1,4.3,Excellent
5177,14.79,9,1,5.0,Excellent
5178,0.0,2,1,4.5,Excellent
5179,3.95,1,1,5.0,Excellent
5180,5.99,2,1,5.0,Excellent
5181,12.28,16,5,4.3,Excellent
5182,6.95,7,5,4.1,Excellent
5183,9.95,108,4,4.5,Excellent
5184,0.0,17,4,4.6,Excellent
5185,2.99,4,1,4.3,Excellent
5186,3.99,9,1,4.4,Excellent
5187,18.19,19,1,4.9,Excellent
5188,0.0,3,1,4.3,Excellent
5189,7.33,3,1,5.0,Excellent
5190,7.2,3,1,5.0,Excellent
5191,9.99,1,1,4.0,Excellent
5192,6.99,58,5,4.9,Excellent
5193,3.91,20,1,4.6,Excellent
5194,9.95,1,1,5.0,Excellent
5195,0.0,2,1,4.5,Excellent
5196,0.0,1,1,5.0,Excellent
5197,10.87,1,1,4.0,Excellent
5198,14.99,10,1,4.0,Excellent
5199,5.14,55,1,4.7,Excellent
5200,9.05,1,1,5.0,Excellent
5201,0.0,5,1,4.8,Excellent
5202,0.0,12,2,4.0,Excellent
5203,10.61,2,4,4.0,Excellent
5204,2.0,1,4,5.0,Excellent
5205,3.99,5,2,4.2,Excellent
5206,12.9,45,2,4.2,Excellent
5207,2.97,1,2,5.0,Excellent
5208,3.32,14,2,4.4,Excellent
5209,5.29,1,2,4.0,Excellent
5210,10.5,37,2,4.5,Excellent
5211,6.49,1,2,4.0,Excellent
5212,0.0,1,2,5.0,Excellent
5213,17.95,36,5,4.6,Excellent
5214,7.49,60,5,4.7,Excellent
5215,9.99,1,5,5.0,Excellent
5216,108.08,4,5,4.5,Excellent
5217,11.49,2,5,4.5,Excellent
5218,9.93,12,5,4.8,Excellent
5219,2.5,1,5,5.0,Excellent
5220,0.0,1,1,5.0,Excellent
5221,7.32,1,1,5.0,Excellent
5222,3.49,1,1,5.0,Excellent
5223,5.05,1,1,5.0,Excellent
5224,4.99,3,1,4.7,Excellent
5225,8.83,4,1,4.8,Excellent
5226,4.99,1,1,5.0,Excellent
5227,50.15,2,1,5.0,Excellent
5228,7.7,126,1,4.6,Excellent
5229,11.95,3,1,4.3,Excellent
5230,11.07,1,1,4.0,Excellent
5231,1.99,2,1,4.5,Excellent
5232,1.49,2,1,4.5,Excellent
5233,17.41,5,1,4.8,Excellent
5234,3.93,41,1,4.8,Excellent
5235,0.0,12,1,4.5,Excellent
5236,1.95,31,1,4.6,Excellent
5237,0.0,19,1,4.9,Excellent
5238,11.11,5,1,4.8,Excellent
5239,5.25,2,1,5.0,Excellent
5240,6.7,34,1,4.5,Excellent
5241,4.75,5,1,3.6,Good
5242,3.2,12,1,4.3,Excellent
5243,8.72,1,1,5.0,Excellent
5244,20.78,1,1,4.0,Excellent
5245,0.0,1,1,5.0,Excellent
5246,3.99,4,1,5.0,Excellent
5247,29.03,1,1,5.0,Excellent
5248,3.99,1,1,5.0,Excellent
5249,1.99,9,1,4.1,Excellent
5250,0.0,37,1,4.8,Excellent
5251,5.95,1,1,5.0,Excellent
5252,9.95,1,1,5.0,Excellent
5253,6.77,3,1,4.7,Excellent
5254,1.46,1,1,5.0,Excellent
5255,16.99,1,1,5.0,Excellent
5256,19.55,1,1,5.0,Excellent
5257,1.95,21,2,4.3,Excellent
5258,1.98,1,2,5.0,Excellent
5259,8.99,1,2,5.0,Excellent
5260,16.99,10,2,4.7,Excellent
5261,49.93,3,2,4.7,Excellent
5262,10.98,2,2,5.0,Excellent
5263,23.81,16,2,4.3,Excellent
5264,3.28,1,2,5.0,Excellent
5265,5.17,2,2,5.0,Excellent
5266,6.94,1,2,5.0,Excellent
5267,9.95,1,2,4.0,Excellent
5268,0.0,4,2,4.3,Excellent
5269,34.99,16,2,4.9,Excellent
5270,4.86,12,2,4.2,Excellent
5271,5.89,6,2,4.8,Excellent
5272,6.99,1,2,5.0,Excellent
5273,21.57,2,2,4.5,Excellent
5274,0.0,2,2,5.0,Excellent
5275,14.99,2,2,5.0,Excellent
5276,1.6,1,2,5.0,Excellent
5277,6.99,2,2,4.5,Excellent
5278,5.49,2,2,4.5,Excellent
5279,12.9,11,2,4.7,Excellent
5280,48.12,1,1,5.0,Excellent
5281,3.99,7,1,4.3,Excellent
5282,4.99,4,1,4.5,Excellent
5283,5.35,2,1,4.5,Excellent
5284,5.95,55,1,4.9,Excellent
5285,3.9,2,1,4.5,Excellent
5286,3.5,3,1,5.0,Excellent
5287,9.93,48,1,4.3,Excellent
5288,31.48,1,1,5.0,Excellent
5289,1.66,8,1,4.5,Excellent
5290,8.99,2,1,5.0,Excellent
5291,50.22,1,1,5.0,Excellent
5292,2.95,2,1,5.0,Excellent
5293,6.99,3,1,5.0,Excellent
5294,4.15,7,1,4.4,Excellent
5295,2.4,6,1,4.7,Excellent
5296,4.94,1,1,5.0,Excellent
5297,7.99,75,1,4.8,Excellent
5298,2.53,1,1,5.0,Excellent
5299,18.29,3,1,4.7,Excellent
5300,7.2,1,1,5.0,Excellent
5301,15.99,2,1,4.5,Excellent
5302,3.94,14,1,4.6,Excellent
5303,3.75,5,1,4.8,Excellent
5304,14.49,1,1,5.0,Excellent
5305,8.15,1,1,5.0,Excellent
5306,2.29,1,1,5.0,Excellent
5307,8.99,1,1,5.0,Excellent
5308,1.99,1,1,5.0,Excellent
5309,0.0,2,1,4.5,Excellent
5310,1.6,1,1,5.0,Excellent
5311,25.99,2,1,5.0,Excellent
5312,18.45,8,1,4.6,Excellent
5313,0.0,1,1,5.0,Excellent
5314,5.45,4,1,4.0,Excellent
5315,20.01,30,6,4.7,Excellent
5316,0.0,1,6,4.0,Excellent
5317,17.95,11,6,4.6,Excellent
5318,7.5,1,6,5.0,Excellent
5319,31.31,1,6,5.0,Excellent
5320,0.0,2,6,4.5,Excellent
5321,19.77,8,6,4.9,Excellent
5322,9.29,1,6,5.0,Excellent
5323,15.0,18,4,4.7,Excellent
5324,31.37,3,4,5.0,Excellent
5325,19.99,1,4,5.0,Excellent
5326,8.56,1,4,5.0,Excellent
5327,9.95,8,4,4.6,Excellent
5328,10.77,1,4,5.0,Excellent
5329,4.21,4,4,5.0,Excellent
5330,3.91,18,4,4.7,Excellent
5331,0.0,14,4,4.2,Excellent
5332,8.29,2,4,5.0,Excellent
5333,2.99,1,4,5.0,Excellent
5334,4.99,3,4,5.0,Excellent
5335,4.8,1,4,5.0,Excellent
5336,10.57,2,4,4.5,Excellent
5337,6.99,1,4,5.0,Excellent
5338,5.68,2,4,5.0,Excellent
5339,6.54,1,4,5.0,Excellent
5340,47.64,1,4,4.0,Excellent
5341,5.4,1,4,5.0,Excellent
5342,0.0,33,4,4.1,Excellent
5343,12.99,3,2,4.0,Excellent
5344,11.99,3,1,5.0,Excellent
5345,5.99,6,1,4.5,Excellent
5346,13.9,3,1,4.3,Excellent
5347,1.99,7,1,4.9,Excellent
5348,13.3,1,1,5.0,Excellent
5349,2.3,1,1,4.0,Excellent
5350,2.84,1,1,5.0,Excellent
5351,9.99,1,1,5.0,Excellent
5352,1.86,107,0,4.7,Excellent
5353,39.99,12,0,4.6,Excellent
5354,16.08,1,0,5.0,Excellent
5355,27.59,3,0,4.3,Excellent
5356,0.0,1,0,5.0,Excellent
5357,2.85,10,0,4.7,Excellent
5358,4.18,11,0,4.3,Excellent
5359,1.73,1,0,5.0,Excellent
5360,12.99,1,0,5.0,Excellent
5361,6.99,12,0,4.3,Excellent
5362,9.49,1,0,4.0,Excellent
5363,0.0,1,0,4.0,Excellent
5364,10.02,1,0,4.0,Excellent
5365,25.54,1,0,5.0,Excellent
5366,7.5,1,0,5.0,Excellent
5367,3.77,28,0,4.6,Excellent
5368,0.0,1,0,4.0,Excellent
5369,17.26,21,0,4.5,Excellent
5370,4.32,1,0,5.0,Excellent
5371,2.7,183,3,4.7,Excellent
5372,7.92,20,3,4.6,Excellent
5373,4.99,12,3,4.8,Excellent
5374,13.99,3,3,4.0,Excellent
5375,9.99,6,1,5.0,Excellent
5376,11.03,2,1,5.0,Excellent
5377,11.66,2,1,5.0,Excellent
5378,0.0,8,1,5.0,Excellent
5379,12.76,1,1,5.0,Excellent
5380,4.99,1,1,5.0,Excellent
5381,27.83,11,1,4.7,Excellent
5382,0.0,1,1,4.0,Excellent
5383,11.17,3,1,4.0,Excellent
5384,4.99,28,1,4.5,Excellent
5385,9.99,1,1,5.0,Excellent
5386,14.55,1,1,5.0,Excellent
5387,9.49,1,1,4.0,Excellent
5388,9.26,77,1,4.9,Excellent
5389,2.99,13,1,4.9,Excellent
5390,4.25,313,6,4.7,Excellent
5391,26.95,5,6,5.0,Excellent
5392,8.99,1,6,4.0,Excellent
5393,7.24,4,6,4.8,Excellent
5394,3.99,34,6,4.1,Excellent
5395,6.51,1,6,5.0,Excellent
5396,16.95,1,2,4.0,Excellent
5397,1.99,1,2,5.0,Excellent
5398,29.78,3,2,4.7,Excellent
5399,4.38,24,2,4.6,Excellent
5400,0.0,4,2,5.0,Excellent
5401,3.69,1,2,4.0,Excellent
5402,12.09,1,2,4.0,Excellent
5403,10.86,4,2,4.8,Excellent
5404,39.99,1,2,5.0,Excellent
5405,0.0,1,2,5.0,Excellent
5406,8.75,37,2,4.1,Excellent
5407,2.28,1,2,5.0,Excellent
5408,12.99,1,2,5.0,Excellent
5409,9.18,19,2,4.6,Excellent
5410,7.95,1,2,5.0,Excellent
5411,3.33,44,2,4.6,Excellent
5412,9.91,1,2,5.0,Excellent
5413,1.99,1,2,5.0,Excellent
5414,14.05,1,2,5.0,Excellent
5415,26.95,17,2,4.5,Excellent
5416,17.46,1,2,4.0,Excellent
5417,9.53,1,2,5.0,Excellent
5418,19.0,10,2,4.8,Excellent
5419,7.99,2,2,5.0,Excellent
5420,1.99,1,2,5.0,Excellent
5421,19.69,1,2,5.0,Excellent
5422,15.11,9,6,4.7,Excellent
5423,12.99,1,6,5.0,Excellent
5424,11.95,1,6,5.0,Excellent
5425,24.92,8,2,5.0,Excellent
5426,1.75,1,2,5.0,Excellent
5427,0.0,3,2,4.3,Excellent
